,弹幕,label
1259,刷坤坤是黑粉？举报了,1
1260,王俊凯的粉丝怎么这么没素质,1
1261,惹王俊凯和吴宣仪都认人揉捏惹吗,1
1262,不想看别人刷应援你关弹幕啊,1
1263,刷坤坤蓝色的粉真没素质,1
1264,刷应援色的举报了,1
1265,净瞎说，帽子绿,1
1266,瞎说什么！帽子绿,1
1267,求求你们道歉怪不要道歉好吗，举报啊，,1
1268,卧槽还真有人刷,1
1269,我还以为没有人了,1
1270,没弹幕吗,1
1271,弹幕呢,1
1272,为什么没有弹幕,1
1273,来了,1
1274,来了,1
1275,第一次来,1
1276,看见伊丽莎白泰勒进来的,1
1277,4个小时。。,1
1278,前面的妖猫传能比吗？还说我们跪舔？,1
1279,弹幕呢？,1
1280,弹幕呢？,1
1281,弹幕呢,1
1282,此时一名jo厨路过路过,1
1283,把我也炸出来了,1
1284,没人吗,1
1285,你无法感受就无法感受呗，每个人有每个人的审美，但是除非确实很烂，请不要太把自己当回事,1
1286,扎克垃圾？放在那个年代，你们也是逼死那个导演的人。都是些什么人（wanyier）啊,1
1287,真的垃圾后期,1
1288,这算个屁未来啊！,1
1289,没弹幕？,1
1290,就在这儿晒,1
1291,合影留恋,1
1292,名场面，合影,1
1293,在场都是垃圾的出处？,1
1294,有人吗,1
1295,青岛银路过,1
1296,弹幕呢,1
1297,有人吗,1
1298,营销号举报,1
1299,空降成功,1
1300,没人吗,1
1301,所以说垃圾观众早就垃圾电影,1
1302,真的 现在的垃圾电影都是垃圾观众惯出来的,1
1303,我觉得应该还是那时候国内盗版太多太快了，根本没什么人去电影院看,1
1304,，紫字秀什么智商。李雪健老师的张作霖，你怕不是没看过吧,1
1305,都2018了还有人发霸王别姬是陈凯歌爸爸拍的这种低级洗脑包,1
1306,哪个傻子告诉你历史上的秦始皇是这种形象的？,1
1307,所以说现在很多垃电影就是为了迎合现在的垃圾观众,1
1308,这个没法洗 是真的垃圾。FF7AC还是不错的,1
1309,刷暴雪的暴露了自己的无知 论cg 暴雪还真不一定比的过SE,1
1310,这CG都完爆爵迹,1
1311,大家好,1
1312,这都完爆爵迹了,1
1313,最大的败因是与游戏毫无关联，没有游戏人物联动,1
1314,就是因为电影跟系列游戏的割裂，再加上叙事辣鸡，square底裤赔光被enix收购才逃过破产，变成现在的SE,1
1315,好好打剧情瞎JB改都是活该,1
1316,Sony：ojbk,1
1317,这可是ff，故事再辣鸡也会有人买账的,1
1318,变形金刚5，垃圾中的垃圾,1
1319,这部看造型服饰就没有让人想看的欲望,1
1320,碰上阿凡达？小朋友你的阿凡达穿越了几年？不知道就别瞎说、,1
1321,大家好，我是新宿的Archer,1
1322,阿修罗不算是电影，那是垃圾,1
1323,在这里为逐梦演艺圈疯狂打CALL，好作品不会被时间埋没的,1
1324,10w助攻,1
1325,别在这扯犊子上面的,1
1326,那些什么8本能满星的，不知道这种宝宝号有人打上全球第一？就这种阵人家都能上全球第一，打你就只是看心情明白？,1
1327,双百万路过。,1
1328,充钱玩家,1
1329,1百万路过,1
1330,上面十二本一个炮台的还真的有，自己gun去掉杯就知道了，不知道就不要bb,1
1331,12本一个炮塔的麻烦下游戏在说话，不要在这里吹比,1
1332,和技术有个屁关系，有时不想留法术还不行？,1
1333,100万路过,1
1334,300弹幕，第三遍了,1
1335,弹幕呢？,1
1336,没弹幕？,1
1337,除了合影 都干了哈哈哈,1
1338,手忙着呢，没空发弹幕,1
1339,在这里,1
1340,许愿万事腰带,1
1341,有人吗,1
1342,后面有人,1
1343,每天一刷,1
1344,我来了,1
1345,来了,1
1346,这种垃圾女人,1
1347,一点都不妈宝啊，有些人是伪女权叭,1
1348,掉水个屁，这相当于妈掉水里，她东西掉丢了让男朋友先帮她找,1
1349,卧槽这么没素质,1
1350,？？？这太过分了，素质低下,1
1351,？这太过分了吧 素质太差了 这也就算了 她也不为自己以后考虑一下 这样怎么嫁去他们家啊,1
1352,分手吧，这个女人有毛病,1
1353,这种素质也能上本科吗？,1
1354,1.5播放真的舒服。,1
1355,不要在垃圾箱里找女友,1
1356,这还是个人？？有心脏？取回来？,1
1357,前面那个我也不喜欢 太绿茶了 还心机,1
1358,看出啪啪啪了，面壁。,1
1359,我尼玛 杀了我吧,1
1360,浪漫个屁……,1
1361,這不一定是笑場好吧，台下這麽多人笑，你會不想笑？是都沒上過台嗎？,1
1362,怎么没人,1
1363,弹幕呢?,1
1364,注意下演员素质!,1
1365,800在此(?ò?ó?),1
1366,我的天，有没有人想铲这个女生一巴掌的扣一，好吗？,1
1367,至少没绿了他  也是真爱啊  互相相爱  祝福！,1
1368,单身看节目有优越感,1
1369,很烦那些吐槽嘴唇的，用外表评论一个人真的没素质,1
1370,舔狗必须死,1
1371,行行行，不是说的，你行你上啊,1
1372,女生真的本科？素质呢我的天,1
1373,谢谢！不跟你结婚！请滚,1
1374,这段撕逼绝了,1
1375,一人血书求她闭嘴,1
1376,什么都没有，素质低下，刀社会上都不会多看一眼,1
1377,这女的你们要是不是在这见得绝对会有人发小姐姐好漂亮什么的,1
1378,哈哈哈哈哈哈哈哈哈你这是咒人家死呢哈哈哈哈,1
1379,还有人吗？,1
1380,这个世界上除了你自己没人有义务让你开心,1
1381,你咒我死？我告诉你，我身体好着呢！,1
1382,bmg助攻,1
1383,改个屁该四年啊？,1
1384,骂我妈？原则就是原则，底线在这里，要是我我就分,1
1385,这里是指挥部，请空降5：50,1
1386,我家猪怀孕了！！！谁干的，出来，看我弄死你。,1
1387,此生无悔入东喰,1
1388,虽然很想是我的，但是我希望是金木的，祝幸福,1
1389,没弹幕了?,1
1390,此生无悔入喰种，来世愿入黑山羊,1
1391,我是不是没开弹幕,1
1392,没人吗,1
1393,打破250弹幕的惨案！！！,1
1394,空降成功,1
1395,前面那个你去死一边吧,1
1396,祝你们幸福（っ???)??,1
1397,125话做的,1
1398,金木的125话了解一下,1
1399,看着男厕所就来了,1
1400,我来了,1
1401,垃圾音乐,1
1402,第一截图为证,1
1403,过于真实 举报了,1
1404,说这话的肯定是丑逼  丑人多作怪,1
1405,你们不是c圈的更不要在这里bb。,1
1406,不喜欢可以不看，想看就不要喷好嘛，不喜欢非要说一句什么心态,1
1407,你去缩啊，缩了就不好出来了,1
1408,趁没人偷偷承包粉墨,1
1409,黑酸退散 举报了属性真明显呢,1
1410,趁没人抱走妮妮和白白,1
1411,一小时前还行,1
1412,六秒奇迹,1
1413,什么辣鸡，在68大月卡面前这些都是零分，还不如一把香蕉刀伤害高,1
1414,现在看个崩三视频都要关弹幕保智商了么？,1
1415,杠精都是没有脑子的吗？都说了除了元素免疫的boss，关弹幕保智商,1
1416,关弹幕，不想影响智商，再见,1
1417,只有没有的人才会在那里酸,1
1418,不会用自己分解了呗，还在这杠,1
1419,这弹幕虚无和提尔互相比的是想笑死我吗 刀和炮比，脑子呢？,1
1420,绯红不能打深渊？ av30052097 绯红13.W 2分29了解一下？ 不要把无知当自豪。,1
1421,没弹幕了？,1
1422,这什么辣鸡，没用过,1
1423,2rd的你暴露了你的英文。。,1
1424,前面的打脸不,1
1425,没人？,1
1426,卢卡斯·天行者路过,1
1427,都8102年了还有人说xdd是挂？村通网吧,1
1428,还有人喷xdd,1
1429,上香的以举报，蛇哥已经回来了,1
1430,都9102年了竟然还有人说XDD是挂。,1
1431,那些云玩家能别bb了吗，关镜再开是减后坐力的一个方法,1
1432,什么比较真 xdd基本功会有人怀疑吗,1
1433,压个屁，这就不是压枪能解决的问题,1
1434,舔狗闭嘴好吗？两人手都差不多,1
1435,xdd这么明显还有人洗,1
1436,第一，截图....给谁看..,1
1437,见艾拉进，唉，又得哭,1
1438,见封进，艾拉,1
1439,看见艾拉立马进来了,1
1440,见艾滚,1
1441,见封进,1
1442,看得拉尔就进来了,1
1443,见封滚,1
1444,见艾拉进,1
1445,见艾拉进,1
1446,见艾拉滚,1
1447,看到艾拉我就进来了,1
1448,见艾拉进,1
1449,啊看见艾拉就滚进来了,1
1450,见艾拉进,1
1451,见拉滚,1
1452,见拉进,1
1453,见到封面我进来了,1
1454,看见艾拉就进来了,1
1455,看到艾拉就进来了！,1
1456,见艾拉进,1
1457,看见艾拉就进来了,1
1458,见艾拉滚,1
1459,见封滚,1
1460,艾拉!!!见艾拉滚,1
1461,见封进,1
1462,见艾拉进,1
1463,见封面马上进了,1
1464,见封进,1
1465,见艾拉进来了,1
1466,看到艾拉我就进来了,1
1467,见封滚，艾拉,1
1468,见艾拉滚,1
1469,看到艾拉，就进来了,1
1470,见艾拉滚,1
1471,看见艾拉进,1
1472,见艾拉滚,1
1473,见封进,1
1474,艾拉由我来守护,1
1475,见拉进,1
1476,见艾拉进,1
1477,见封滚,1
1478,见艾滚,1
1479,看见艾拉就滚进来,1
1480,见艾进,1
1481,看见封面就进来了,1
1482,见封进,1
1483,见艾拉进,1
1484,第一次前排！！！,1
1485,见封进,1
1486,艾拉，谢谢你给我带来了回忆,1
1487,第几周目记不清了,1
1488,见封进,1
1489,见拉进,1
1490,封面好评，我又来了,1
1491,见封进,1
1492,见艾拉毫不犹豫进来了,1
1493,见封进,1
1494,素质三连,1
1495,见封进,1
1496,看见艾拉滚进来了,1
1497,看见艾拉进,1
1498,前奏一响鸡皮疙瘩就起来了,1
1499,见封滚进来,1
1500,弹幕挑歌手毛病的没学过弹幕礼仪？？,1
1501,见封进,1
1502,不敢重温,1
1503,见封进,1
1504,第一个看哭的番剧,1
1505,第一部看哭的动漫，真的很感人,1
1506,至今不敢看第二遍,1
1507,不敢重温+1,1
1508,不敢看第二遍+1,1
1509,不敢看第二遍的，你不是一个人,1
1510,第二遍看到第10集果断放弃,1
1511,第二遍+3,1
1512,不敢看第二遍＋2,1
1513,不敢看第二遍+1，太悲傷了...,1
1514,不敢看第二遍+1,1
1515,三周目路过,1
1516,不存在看第二遍 ,1
1517,不敢看第二遍再+1,1
1518,怕看第二遍哭成狗,1
1519,不敢看第二遍+2,1
1520,看了两遍的路过,1
1521,不敢看第二遍的你并不孤单,1
1522,我看了30遍可塑性记忆,1
1523,昨天刚补完，不敢看第二遍了,1
1524,同样不敢看第二遍,1
1525,敢看第二遍？不存在的，当初不听忠告，结果……,1
1526,不敢看第二遍加一,1
1527,不敢看第二遍＋2,1
1528,看第二遍又哭了一遍,1
1529,第二遍不敢看,1
1530,永远不会看第二遍,1
1531,话说左下不是有字幕吗↙↙↙↙↙,1
1532,一年前看的，至今不敢看第二遍。,1
1533,第十集是最好的结局了,1
1534,不敢看第二遍＋3，前面越欢乐后面就越虐，我怎么前面笑的那么开心。。。。。,1
1535,第一部掉了眼泪的番，难忘啊,1
1536,真的不敢看第二遍13集哭了我半天,1
1537,昨天刚看完第二遍心塞(′-ω?`),1
1538,不敢看第二遍的别走,1
1539,不敢第二遍,1
1540,有几个人在看唱歌的人而不是看后面的屏幕呢？,1
1541,祝你有一天能和你重要的人重逢,1
1542,觉得影响观看的直接关闭底端弹幕不就好了？,1
1543,30遍   大佬你真厉害,1
1544,好多人,1
1545,可塑性记忆不敢看第二遍,1
1546,鼓起勇气去看第二遍,1
1547,不会看第二遍，因为跟本不会忘,1
1548,不敢看第二遍.....,1
1549,不敢一看第十遍,1
1550,第一遍没感觉可回味起来感觉好感人,1
1551,此生无悔入二次元,1
1552,第二季是不可能的,1
1553,重温3次，哭了3次,1
1554,可塑太治愈（致郁）了，没敢看第二遍,1
1555,而且大家都在发弹幕，不也就是让在艾拉的场面上不能少弹幕嘛,1
1556,我逍遥l浊影表示打算看第二遍。,1
1557,艾拉，我告诉你，醒来以后你马上就和司结婚！婚纱我都帮你们准备好了，嫁妆也是，洞房也是，,1
1558,第10集是最好的结局,1
1559,看一遍就够了，第二遍。。。过几年吧,1
1560,人机无限好，可惜生不了，就算生不了，依旧无限好。,1
1561,这么多人看为什么没弹幕，大姐姐这么诱人的吗,1
1562,看了两遍，第一遍最后一集没敢看,1
1563,AB的弹幕由我组成,1
1564,第一次看完这番时，半个小时都没走出来,1
1565,十万助攻,1
1566,处女币已投。,1
1567,第二首就哭死了  那等到CL一出那不得…………,1
1568,ed是越听越疼可不是人少吗,1
1569,弹幕不能断啊！兄弟们!二次元我爱你啊！此生无悔啊！,1
1570,有人吗？,1
1571,没人吗？,1
1572,说CL的不要引战，同样都是神作，认真听歌,1
1573,没什么人。。,1
1574,此生无悔入二次元,1
1575,弹幕呢？,1
1576,空降,1
1577,没人了吗,1
1578,怎么没人了,1
1579,有活人吗|?ω?｀),1
1580,话说，有人吗？,1
1581,有人，在胃痛,1
1582,chelly的弹幕由我来组成,1
1583,有人吗,1
1584,这是一个平面然后3d人物，不是全息投影不懂别瞎说,1
1585,你是人家素质好,1
1586,没有弹幕？？,1
1587,有没有人陪陪我,1
1588,这是3d投影 cos个屁,1
1589,人呢？,1
1590,有没有末日素质三连问,1
1591,人呢？,1
1592,没人呢？,1
1593,安静的就像我没开弹幕一样,1
1594,有活人吗,1
1595,请在进度条快没有的时候问有人吗,1
1596,我被炸出来了,1
1597,"此生无悔入Fate,来世愿化作英灵",1
1598,我被炸出来了+1,1
1599,把我炸出来了！！！她们的声音超好听！！,1
1600,人呢,1
1601,有人在吗,1
1602,还有人吗,1
1603,突然没弹幕了,1
1604,这个肯定没多少人吧哈哈,1
1605,居然没人啦？,1
1606,有人啊,1
1607,有人吗？,1
1608,没人,1
1609,有人,1
1610,有人吗？,1
1611,还有人吗？,1
1612,没人了 只有神在听,1
1613,还有人吗？,1
1614,第一首会唱的日文歌,1
1615,EVA初号机准备出动刷爆所有弹幕,1
1616,把我炸出来了,1
1617,看见这个立马空降来了,1
1618,这位弹钢琴的是乐队fhana的领队佐藤纯一,1
1619,我靠。直接把我炸出来了！,1
1620,没人？,1
1621,没人了吗,1
1622,空降成功,1
1623,没人了  这么看看的视频,1
1624,和我一起念 心做し（kokoronashi）,1
1625,发鹿乃的 啥也不知道么 你去查查谁的原创 QQ音乐弹幕 鹿乃 双生 粉丝天天撕逼哈哈,1
1626,来了,1
1627,让他自己去查呀告诉他干嘛,1
1628,说鹿乃唱的好听可以。但别在这刷。另外刷鹿乃最好听的建议卸载b站,1
1629,喜欢谁都可以 拒绝像QQ音乐弹幕一样撕逼。恶心,1
1630,空降 强制看完,1
1631,第一次这个版本+1,1
1632,妖怪闭嘴,1
1633,什么自豪啊，是你们玻璃心自己酸而已，我们人多车站大是正常操作好不好,1
1634,乡巴佬？人多这么大都不够用,1
1635,你们日本人自己拿回去比的，谁是乡巴佬一眼可见，再说中国人还真没人想要跟日本人比什么大小包括身高国土资源体量，二十年前还曾经佩服你们的经济科技，现在吗呵呵!,1
1636,没人？,1
1637,这就是欧美式养孩子 各位不懂的别逼逼,1
1638,两分钟,1
1639,肥宅免流卡路过,1
1640,2分钟？,1
1641,好前,1
1642,第一oo,1
1643,为传勇传打卡,1
1644,24/8/2016:20:02前来报道,1
1645,为才人打call那个已举报刷屏,1
1646,直接空降听猫言,1
1647,听到bgm鸡皮疙瘩就起来了,1
1648,此生无悔入刀剑！,1
1649,没人吗,1
1650,弹幕呢,1
1651,第五人格的KY滚出去ok不 恶心,1
1652,抢前排,1
1653,17分钟前！,1
1654,弹幕由我组成,1
1655,来了,1
1656,悄悄缓存！躲进我的小被几里面看,1
1657,占前排,1
1658,冒个泡，占前排,1
1659,都在忙着睡觉，没人发弹幕了？,1
1660,人都去哪了,1
1661,1.54的py们 你们好,1
1662,还有人吗,1
1663,有人吗,1
1664,原来还有人活着,1
1665,许愿清泉流像+13,1
1666,棱镜路过,1
1667,昆特牌路过,1
1668,up我在这！,1
1669,已经没有人了吗？,1
1670,我觉得没有人声很棒啊...,1
1671,弹幕有多少00后?,1
1672,弹幕真是无聊到一种境界,1
1673,趁没人赶紧承包kido,1
1674,8小时,1
1675,见鹤爱进,1
1676,看到康娜酱就进来了,1
1677,见血小板滚,1
1678,没人吗,1
1679,见埋滚,1
1680,见小埋进,1
1681,天津人路过,1
1682,武清路过,1
1683,看见小樱就进了,1
1684,天津老乡路过,1
1685,天津人路过,1
1686,塘沽的在这呢,1
1687,保定人毫无压力。,1
1688,你懂嘛！你嘛也不懂！你就是个屁屁,1
1689,河北区有人吗,1
1690,我是没开弹幕？,1
1691,告诉你们，其实我是第一个看到,1
1692,噫，引战,1
1693,弹幕弹幕弹幕多多多,1
1694,看见这个弹幕没，就是我,1
1695,好的 我又来了,1
1696,来了,1
1697,今天可能是我这辈子弹幕最多的一个视频了,1
1698,潜水冒泡＋1,1
1699,我来了，显眼,1
1700,偷偷承包一点点,1
1701,69级萌新路过,1
1702,82级路过,1
1703,67级开服萌新路过,1
1704,69咸鱼萌新在此,1
1705,初始s月轮路过,1
1706,38级大佬路过,1
1707,萌新一周攒出2800，十连直接出S,1
1708,两发月轮在此~,1
1709,不氪金出神恩颂歌路过,1
1710,不好意思女王没有SSS没毕业玩个屁。,1
1711,2.7版本月烛路过,1
1712,单抽神恩路过,1
1713,十抽全符华路过,1
1714,出女王必还愿,1
1715,紫苑菜个屁,1
1716,看这个up解说真的难受，衔接词不知道有多少，建议up解说前先打个草稿，不是1.5倍速都看不下去,1
1717,你去死不用考虑，我就是为了她才玩的,1
1718,什么都不知道就瞎bb,1
1719,3s路过,1
1720,一个萌新也在这瞎扯嘛,1
1721,关弹幕保智商,1
1722,11个sss路过,1
1723,关弹幕保智商,1
1724,强烈建议关弹幕保智商,1
1725,关弹幕警告??,1
1726,米粉和煤油别怼了，我们的敌人是华为,1
1727,关弹幕保智商,1
1728,关弹幕保智商,1
1729,关弹幕保智商系列。,1
1730,关弹幕保智商,1
1731,关弹幕保智商,1
1732,关弹幕保智商,1
1733,关弹幕保智商,1
1734,推荐关掉弹幕食用,1
1735,关弹幕保ZS,1
1736,关掉弹幕，小米粉警告,1
1737,酸辣米粉,1
1738,辣鸡海军,1
1739,酸辣米粉,1
1740,手持小米6亮蓝顶配，魅族Pro7提香红致臻版坐看米魅粉撕BBBBBBBBBB！,1
1741,都是辣鸡爱爱手机最牛逼,1
1742,关弹幕保智商,1
1743,关弹幕保智商,1
1744,关弹幕保智商,1
1745,关弹幕保智商,1
1746,关弹幕保智商,1
1747,小米水军绝对比海军牛逼,1
1748,刘海平都是垃圾,1
1749,魅族nb，小米就是辣鸡［这条5毛］,1
1750,小米8一个月前就现货了，米黑,1
1751,别bb了，两款手机都买不到,1
1752,发低端弹幕的能有点素质有点教养？,1
1753,垃圾刘海,1
1754,米狗使劲酸,1
1755,18年了还有人拿mx4？？你是想表示你有多穷,1
1756,煤油，真特么素质高。,1
1757,说圆角丑的，你没啥说了就闭嘴，还在哪个刚出的手机没有圆角,1
1758,miboy：16真的丑。哈哈笑死了,1
1759,我不是米粉我觉得米8比它好看啊...,1
1760,魅族是真的丑,1
1761,刘海屏？好看？你说你不是米粉？,1
1762,米黑脑子都没有的你指望他懂颜值,1
1763,小米真的丑,1
1764,手持s8的告诉你边框小多了,1
1765,米粉觉得魅族好看！！！,1
1766,一个抄袭苹果 一个抄袭三星 都抄袭出优越感来了？,1
1767,垃圾小米,1
1768,看评测基本操作，关弹幕,1
1769,魅族真的丑,1
1770,这视频水军这么多？吓得我屏蔽了。,1
1771,后面丑爆，这点小米8好看的多，一群米黑，垃圾vivo,1
1772,都是垃圾,1
1773,手机厂商水军自魅族起，发扬于华为,1
1774,我就不懂了主观的审美意识怎么就敢直接开口说别人垃圾,1
1775,辣鸡小米 偷工减料,1
1776,miboy逼逼个毛，米8垃圾公认事实,1
1777,说丑的自己做手机去，别在这瞎逼逼。,1
1778,关弹幕就行了，看下手机评测还逼逼。真是没谁了！,1
1779,这个盲评比较好，有些人会因为品牌而产生偏见！,1
1780,垃圾,1
1781,都是辣鸡,1
1782,抬走抬走    什么辣鸡玩意,1
1783,垃圾 抬走,1
1784,垃圾,1
1785,一种听了200块钱耳机换回路边摊20块钱感觉,1
1786,为什么我看不见弹幕？,1
1787,这里米粉这么多吗，滚谢谢,1
1788,一个刷垃圾，都刷垃圾，可能这就是大多数人吧,1
1789,高仿苹果最垃圾,1
1790,全是水军,1
1791,煤油真特么有优越感。还整天瞧不起其他手机呢，也不看看自己什么德行,1
1792,除了16都是垃圾,1
1793,说小米垃圾的自重，别引战,1
1794,都是辣鸡，还比出优越感了吗？是不是一个比一个辣鸡,1
1795,辣鸡啊这个,1
1796,弹幕素质呢？,1
1797,米8是最垃圾 的,1
1798,丑死了,1
1799,刘海屏都是辣鸡,1
1800,下巴加刘海丑出翔！,1
1801,丑出天际线,1
1802,煤油们别在这s,1
1803,煤油们别在这酸了，小米再丑还是销量吊打你们谢谢,1
1804,刘海丑死了,1
1805,关弹幕保智商，小学生又开始吹了,1
1806,十几年前 玩透明外壳GBA的路过 ,1
1807,刘海屏丑死了,1
1808,好酸，有些人,1
1809,真的丑,1
1810,一群米黑,1
1811,米粉666,1
1812,开个弹幕没把我三星2k屏酸掉，都酸啥酸,1
1813,23333前面的真打脸,1
1814,那这个透明探索意义何在？,1
1815,意义何在???,1
1816,所以这个透明的意义何在……,1
1817,探索智商,1
1818,魅族海军素质好低,1
1819,魅族水军素质真拉机,1
1820,刘海有什么用，屏占比一样垃圾,1
1821,米粉不想想自己的素质？觉得小米手机有了性价比就天下第一了，有钱人从来不会去考虑性价比，好用好看才是最重要的,1
1822,魅族是水军？ 我拿着小米6吹爆魅族16都算？,1
1823,魅狗和米狗请自己滚蛋，不要乱咬人，魅友和米粉不愿意被你们污染眼睛,1
1824,看个视频，怎么那么酸呀？你们的的素质呢？,1
1825,关弹幕保智商,1
1826,关闭弹幕保护智商,1
1827,真的有人觉得小米好看？？？,1
1828,关弹幕保智商,1
1829,首发了一个电子垃圾,1
1830,米8是真的丑  想不通这么丑的 手机 还高仿,1
1831,有点素质，别挡字幕,1
1832,魅族也有人脸解锁2d而已,1
1833,魅族真的丑爆 对称设计太土了,1
1834,我一个米粉这次还是站魅族吧,1
1835,发低端弹幕的真的烦人,1
1836,对称土？？？？一个工业设计专业研究人员告诉你对称是最科学的美感体现,1
1837,我就想知道魅族也有人脸识别，为啥不说呢？,1
1838,16有人脸吗   笑死了   ,1
1839,三星才是垃圾,1
1840,魅族粉有点素质好伐,1
1841,发底端弹幕的不知道弹幕礼仪么？都什么素质,1
1842,都是垃圾你们千万别买,1
1843,就喜欢看米粉煤油看着对方互酸,1
1844,说魅族慢的，0.5倍自己看，不瞎都能看出来动画,1
1845,0.5倍自己看，一个个的眼瞎,1
1846,0.5播放可以看出16比vivo NEX快就是动画过长,1
1847,op现在黑的人少了，ov都在拼技术了,1
1848,虽然手持的不是nex但是也不差哪去，手持x20路过,1
1849,有华为海军厉害吗,1
1850,小米明显辣鸡啊。。,1
1851,喷魅族电池的米狗呢？出来挨打,1
1852,为啥这视频这么多人喷小米呢，看不懂看不懂,1
1853,从不锁屏的路过,1
1854,反串黑，直接举报,1
1855,辣鸡16容量多，续航差,1
1856,0.5度吊打，成了,1
1857,李楠不是吹这是业界最快的屏幕指纹吗，算打脸吗,1
1858,谁告诉你们水冷降低的是壳的温度了,1
1859,0.5度吊打,1
1860,哈哈，对那些人无语了，小米对高通优化了多长时间，魅族才刚开始，游戏没进行优化，连屏幕适配都没弄完,1
1861,快充太快伤电池，用个半年区别就出来了,1
1862,小10毫安时你告诉我正常会差十分钟？,1
1863,没弹幕？,1
1864,如果你不嫌烦的话呢，还可以顺手点个举报,1
1865,水军互相表演罢了，只是这次小米确实被吊打。所以这次在弹幕小米没有优势,1
1866,空降成功,1
1867,不可以瞎JB乱说吊打，煤油要优雅！！,1
1868,空降成功,1
1869,挡字幕的举报,1
1870,吊打米狗,1
1871,吊打米狗,1
1872,朋友的酒是魅族16续航被窝米8完爆,1
1873,一分价一分货,1
1874,魅族夜拍也很垃圾,1
1875,p20pro:听说有人在测试拍照,1
1876,华为P20pro :别bb 我碾压你们,1
1877,米粉真恶心呢,1
1878,米粉真恶心呢,1
1879,辣鸡魅族,1
1880,米粉真恶心呢,1
1881,瞎逼逼 米8最好好吗？？？？,1
1882,晚上的话作为米粉我认为魅族的噪点是真的没有，魅族这次相机很棒,1
1883,之前说吊打的怎么不说话了，打脸吗,1
1884,imx380不是全球最强吗 啪啪啪,1
1885,低端挡字幕的弹幕是有病吧！！！！,1
1886,弹幕呢,1
1887,华为：听说国内有人跟我比夜景？？？,1
1888,那么亮，不是曝光过度吗真垃圾,1
1889,关弹幕保智商,1
1890,p20p:在座的各位都是辣鸡，没错全都是辣鸡,1
1891,这夜景对比对小米八不利，米猴要是嫉妒得受不了请选择空降,1
1892,米粉真恶心呢,1
1893,去小白看吧！这个部分明显充值了！,1
1894,一群辣鸡上华为p20pro,1
1895,魅族就是垃圾,1
1896,酸辣米粉,1
1897,这也不叫全方位吊打啊，白天那叫一个辣鸡,1
1898,p20: 垃圾,1
1899,手持一加6的告诉你们 一加6夜拍辣鸡！！！,1
1900,大个屁光圈，都是1.8,1
1901,米8在这里不得了,1
1902,晚上用相机拍，保证暗部曝光正常，灯也会过曝的，是不是说相机也是垃圾,1
1903,酸辣米粉,1
1904,嗨喽大家好我是自摸君,1
1905,果然，总有人想强行黑一把,1
1906,VIVO尼玛低配高价，不吹不黑，,1
1907,透明版是真的丑,1
1908,嗨，大家好我是自摸君。,1
1909,左边垃圾抬走,1
1910,现在怎么没人吹魅族了？,1
1911,魅族真的垃圾,1
1912,前方高能，非一加粉丝和米粉请撤离,1
1913,辣鸡魅族,1
1914,因为都是垃圾，拍完我们就连手柄一起扔掉,1
1915,剪切了画面而已，对比一下垃圾桶大小就知道了,1
1916,一加六完爆其他,1
1917,每次都是垃圾桶,1
1918,这里测防抖，魅族水军非要跟你扯画面清晰。啧啧。糊了好么,1
1919,垃圾魅族,1
1920,小米8在上面都那么稳你们有什么要bb的,1
1921,魅族垃圾你们千万别和我抢,1
1922,说的好像你们天天都录视频一样 笑死,1
1923,tm预售都别跟我抢 魅族很辣鸡的,1
1924,一加裁切画面，稳个屁,1
1925,价位摆在这里 一个个要求这么高 怎么不去买苹果 搞笑,1
1926,嗨大家好  我是自摸君,1
1927,辣鸡6就是辣鸡6哈哈哈哈,1
1928,人呢,1
1929,煤油要说了，黑点怎么了?我魅族就是吊黑点怎么了?摄像头就是完爆你们黑点怎么了!,1
1930,p20p听说有人要比相机？,1
1931,另外两个你手动裁剪完了还是抖，这方面确实是没做好,1
1932,第一次在b站看测评视频，感觉比nh偶像视频撕逼还要厉害啊,1
1933,大神们 还吹魅族呢。不赶紧抢去 还发弹幕洗呢?,1
1934,求求你们魅族竟然这么辣鸡  你们就不要买,1
1935,感觉魅族的水军好多呀，各种理由,1
1936,只要2698你也能成为水军,1
1937,一加辣鸡成这样还可以？,1
1938,笑看撕逼,1
1939,笑看撕逼，哈哈哈,1
1940,也不知道看个视频吵什么，秀什么优越感，B站的素质呢？,1
1941,呵呵右边两个的画质，不抖有个屁用全是裁的！,1
1942,没有人？,1
1943,很明显魅族和vivo广角比另外两个大不少 这就是光学防抖效果不好的原因  一加和小米明显画面缩水了,1
1944,nex的水军请自重,1
1945,MI 8糊成辣鸡,1
1946,小米粉丝人均眼瞎,1
1947,一群人怎么想的？你抖就是故意黑你魅族？你家镜头广角大，装的东西更多，所以画面显得小，这赖谁？,1
1948,一家6的画面只有别人的一半大啊。是真的稳，还是被裁了？,1
1949,这里NEX完爆其他  好清晰,1
1950,NEX完爆 一分价钱一分货,1
1951,弹幕呢？,1
1952,天天都在哪儿引战对骂，做个手机都在骂，干脆你们都用棒棒机就好，还能砸核桃，这些手机都不能，都是垃圾,1
1953,辣鸡魅族,1
1954,什么测试？智商下限了吧？手机用户大半夜的拍？,1
1955,nex一分钱一分货，所以在这个价位里16还是香,1
1956,一分钱一分货,1
1957,一加6路过,1
1958,小米8什么垃圾夜景，真的垃圾,1
1959,三星s9+路过,1
1960,NEX完爆,1
